source_task,base_evaluation_id,evaluation_id,metric,model_alias,value,reference_url,source_archive_sha256
natbrca_lymphovascular_invasion,pathobench.natbrca.lymphovascular-invasion,pathobench.exaone2025.natbrca.lymphovascular-invasion,macro-ovr-auc,UNI2-h,0.562,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
natbrca_lymphovascular_invasion,pathobench.natbrca.lymphovascular-invasion,pathobench.exaone2025.natbrca.lymphovascular-invasion,macro-ovr-auc,EXAONE Path 2.5,0.551,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
ovarian_response,pathobench.ovarian.response,pathobench.exaone2025.ovarian.response,macro-ovr-auc,CHIEF,0.708,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
ovarian_response,pathobench.ovarian.response,pathobench.exaone2025.ovarian.response,macro-ovr-auc,GigaPath,0.689,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
ovarian_response,pathobench.ovarian.response,pathobench.exaone2025.ovarian.response,macro-ovr-auc,PRISM,0.614,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
ovarian_response,pathobench.ovarian.response,pathobench.exaone2025.ovarian.response,macro-ovr-auc,TITAN,0.596,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
ovarian_response,pathobench.ovarian.response,pathobench.exaone2025.ovarian.response,macro-ovr-auc,H-optimus-0,0.685,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
ovarian_response,pathobench.ovarian.response,pathobench.exaone2025.ovarian.response,macro-ovr-auc,UNI2-h,0.679,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
ovarian_response,pathobench.ovarian.response,pathobench.exaone2025.ovarian.response,macro-ovr-auc,EXAONE Path 2.5,0.512,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
panda_isup_grade,pathobench.panda.isup-grade,pathobench.exaone2025.panda.isup-grade,macro-ovr-auc,CHIEF,0.944,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
panda_isup_grade,pathobench.panda.isup-grade,pathobench.exaone2025.panda.isup-grade,macro-ovr-auc,GigaPath,0.932,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
panda_isup_grade,pathobench.panda.isup-grade,pathobench.exaone2025.panda.isup-grade,macro-ovr-auc,PRISM,0.949,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
panda_isup_grade,pathobench.panda.isup-grade,pathobench.exaone2025.panda.isup-grade,macro-ovr-auc,TITAN,0.932,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
panda_isup_grade,pathobench.panda.isup-grade,pathobench.exaone2025.panda.isup-grade,macro-ovr-auc,H-optimus-0,0.949,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
panda_isup_grade,pathobench.panda.isup-grade,pathobench.exaone2025.panda.isup-grade,macro-ovr-auc,UNI2-h,0.946,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
panda_isup_grade,pathobench.panda.isup-grade,pathobench.exaone2025.panda.isup-grade,macro-ovr-auc,EXAONE Path 2.5,0.956,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
sr386__braf_mutant_binary,pathobench.sr386_.braf-mutant-binary,pathobench.exaone2025.sr386_.braf-mutant-binary,macro-ovr-auc,CHIEF,0.778,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
sr386__braf_mutant_binary,pathobench.sr386_.braf-mutant-binary,pathobench.exaone2025.sr386_.braf-mutant-binary,macro-ovr-auc,GigaPath,0.699,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
sr386__braf_mutant_binary,pathobench.sr386_.braf-mutant-binary,pathobench.exaone2025.sr386_.braf-mutant-binary,macro-ovr-auc,PRISM,0.641,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
sr386__braf_mutant_binary,pathobench.sr386_.braf-mutant-binary,pathobench.exaone2025.sr386_.braf-mutant-binary,macro-ovr-auc,TITAN,0.741,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
sr386__braf_mutant_binary,pathobench.sr386_.braf-mutant-binary,pathobench.exaone2025.sr386_.braf-mutant-binary,macro-ovr-auc,H-optimus-0,0.671,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
sr386__braf_mutant_binary,pathobench.sr386_.braf-mutant-binary,pathobench.exaone2025.sr386_.braf-mutant-binary,macro-ovr-auc,UNI2-h,0.712,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
sr386__braf_mutant_binary,pathobench.sr386_.braf-mutant-binary,pathobench.exaone2025.sr386_.braf-mutant-binary,macro-ovr-auc,EXAONE Path 2.5,0.753,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
sr386__died_within_5_years,pathobench.sr386_.died-within-5-years,pathobench.exaone2025.sr386_.died-within-5-years,macro-ovr-auc,CHIEF,0.703,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
sr386__died_within_5_years,pathobench.sr386_.died-within-5-years,pathobench.exaone2025.sr386_.died-within-5-years,macro-ovr-auc,GigaPath,0.605,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
sr386__died_within_5_years,pathobench.sr386_.died-within-5-years,pathobench.exaone2025.sr386_.died-within-5-years,macro-ovr-auc,PRISM,0.648,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
sr386__died_within_5_years,pathobench.sr386_.died-within-5-years,pathobench.exaone2025.sr386_.died-within-5-years,macro-ovr-auc,TITAN,0.718,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
sr386__died_within_5_years,pathobench.sr386_.died-within-5-years,pathobench.exaone2025.sr386_.died-within-5-years,macro-ovr-auc,H-optimus-0,0.666,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
sr386__died_within_5_years,pathobench.sr386_.died-within-5-years,pathobench.exaone2025.sr386_.died-within-5-years,macro-ovr-auc,UNI2-h,0.690,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
sr386__died_within_5_years,pathobench.sr386_.died-within-5-years,pathobench.exaone2025.sr386_.died-within-5-years,macro-ovr-auc,EXAONE Path 2.5,0.650,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
sr386__mmr_loss_binary,pathobench.sr386_.mmr-loss-binary,pathobench.exaone2025.sr386_.mmr-loss-binary,macro-ovr-auc,CHIEF,0.844,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
sr386__mmr_loss_binary,pathobench.sr386_.mmr-loss-binary,pathobench.exaone2025.sr386_.mmr-loss-binary,macro-ovr-auc,GigaPath,0.805,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
sr386__mmr_loss_binary,pathobench.sr386_.mmr-loss-binary,pathobench.exaone2025.sr386_.mmr-loss-binary,macro-ovr-auc,PRISM,0.836,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
sr386__mmr_loss_binary,pathobench.sr386_.mmr-loss-binary,pathobench.exaone2025.sr386_.mmr-loss-binary,macro-ovr-auc,TITAN,0.883,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
sr386__mmr_loss_binary,pathobench.sr386_.mmr-loss-binary,pathobench.exaone2025.sr386_.mmr-loss-binary,macro-ovr-auc,H-optimus-0,0.841,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
sr386__mmr_loss_binary,pathobench.sr386_.mmr-loss-binary,pathobench.exaone2025.sr386_.mmr-loss-binary,macro-ovr-auc,UNI2-h,0.864,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
sr386__mmr_loss_binary,pathobench.sr386_.mmr-loss-binary,pathobench.exaone2025.sr386_.mmr-loss-binary,macro-ovr-auc,EXAONE Path 2.5,0.852,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
sr386__OS,pathobench.sr386_.os,pathobench.exaone2025.sr386_.os,cindex,CHIEF,0.606,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
sr386__OS,pathobench.sr386_.os,pathobench.exaone2025.sr386_.os,cindex,GigaPath,0.602,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
sr386__OS,pathobench.sr386_.os,pathobench.exaone2025.sr386_.os,cindex,PRISM,0.624,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
sr386__OS,pathobench.sr386_.os,pathobench.exaone2025.sr386_.os,cindex,TITAN,0.631,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
sr386__OS,pathobench.sr386_.os,pathobench.exaone2025.sr386_.os,cindex,H-optimus-0,0.597,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
sr386__OS,pathobench.sr386_.os,pathobench.exaone2025.sr386_.os,cindex,UNI2-h,0.625,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
sr386__OS,pathobench.sr386_.os,pathobench.exaone2025.sr386_.os,cindex,EXAONE Path 2.5,0.604,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
sr386__ras_mutant_binary,pathobench.sr386_.ras-mutant-binary,pathobench.exaone2025.sr386_.ras-mutant-binary,macro-ovr-auc,CHIEF,0.696,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
sr386__ras_mutant_binary,pathobench.sr386_.ras-mutant-binary,pathobench.exaone2025.sr386_.ras-mutant-binary,macro-ovr-auc,GigaPath,0.605,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
sr386__ras_mutant_binary,pathobench.sr386_.ras-mutant-binary,pathobench.exaone2025.sr386_.ras-mutant-binary,macro-ovr-auc,PRISM,0.625,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
sr386__ras_mutant_binary,pathobench.sr386_.ras-mutant-binary,pathobench.exaone2025.sr386_.ras-mutant-binary,macro-ovr-auc,TITAN,0.691,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
sr386__ras_mutant_binary,pathobench.sr386_.ras-mutant-binary,pathobench.exaone2025.sr386_.ras-mutant-binary,macro-ovr-auc,H-optimus-0,0.627,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
sr386__ras_mutant_binary,pathobench.sr386_.ras-mutant-binary,pathobench.exaone2025.sr386_.ras-mutant-binary,macro-ovr-auc,UNI2-h,0.678,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
sr386__ras_mutant_binary,pathobench.sr386_.ras-mutant-binary,pathobench.exaone2025.sr386_.ras-mutant-binary,macro-ovr-auc,EXAONE Path 2.5,0.683,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
visiomel_relapse_noprev_melanoma,pathobench.visiomel.relapse-noprev-melanoma,pathobench.exaone2025.visiomel.relapse-noprev-melanoma,macro-ovr-auc,CHIEF,0.758,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
visiomel_relapse_noprev_melanoma,pathobench.visiomel.relapse-noprev-melanoma,pathobench.exaone2025.visiomel.relapse-noprev-melanoma,macro-ovr-auc,GigaPath,0.691,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
visiomel_relapse_noprev_melanoma,pathobench.visiomel.relapse-noprev-melanoma,pathobench.exaone2025.visiomel.relapse-noprev-melanoma,macro-ovr-auc,PRISM,0.690,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
visiomel_relapse_noprev_melanoma,pathobench.visiomel.relapse-noprev-melanoma,pathobench.exaone2025.visiomel.relapse-noprev-melanoma,macro-ovr-auc,TITAN,0.745,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
visiomel_relapse_noprev_melanoma,pathobench.visiomel.relapse-noprev-melanoma,pathobench.exaone2025.visiomel.relapse-noprev-melanoma,macro-ovr-auc,H-optimus-0,0.673,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
visiomel_relapse_noprev_melanoma,pathobench.visiomel.relapse-noprev-melanoma,pathobench.exaone2025.visiomel.relapse-noprev-melanoma,macro-ovr-auc,UNI2-h,0.722,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
visiomel_relapse_noprev_melanoma,pathobench.visiomel.relapse-noprev-melanoma,pathobench.exaone2025.visiomel.relapse-noprev-melanoma,macro-ovr-auc,EXAONE Path 2.5,0.730,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
visiomel_relapse_overall,pathobench.visiomel.relapse-overall,pathobench.exaone2025.visiomel.relapse-overall,macro-ovr-auc,CHIEF,0.806,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
visiomel_relapse_overall,pathobench.visiomel.relapse-overall,pathobench.exaone2025.visiomel.relapse-overall,macro-ovr-auc,GigaPath,0.739,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
visiomel_relapse_overall,pathobench.visiomel.relapse-overall,pathobench.exaone2025.visiomel.relapse-overall,macro-ovr-auc,PRISM,0.788,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
visiomel_relapse_overall,pathobench.visiomel.relapse-overall,pathobench.exaone2025.visiomel.relapse-overall,macro-ovr-auc,TITAN,0.805,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
visiomel_relapse_overall,pathobench.visiomel.relapse-overall,pathobench.exaone2025.visiomel.relapse-overall,macro-ovr-auc,H-optimus-0,0.734,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
visiomel_relapse_overall,pathobench.visiomel.relapse-overall,pathobench.exaone2025.visiomel.relapse-overall,macro-ovr-auc,UNI2-h,0.748,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
visiomel_relapse_overall,pathobench.visiomel.relapse-overall,pathobench.exaone2025.visiomel.relapse-overall,macro-ovr-auc,EXAONE Path 2.5,0.711,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
